B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.58,0.58,0.58,0.58,0.58,0.58,Patgram,Loam,MEL,0.009,0.27,0.00028,1.8,0.4,0.0178
0.59,0.59,0.59,0.59,0.59,0.59,Patgram,Loam,MEL,0.092,0.21,0.00037,1.4,0.6,0.0328
0.60,0.60,0.60,0.60,0.60,0.60,Patgram,Loam,MEL,0.007,0.09,0.00056,1.5,0.4,0.006
0.61,0.60,0.60,0.60,0.60,0.60,Patgram,Loam,MEL,0.007,0.13,0.00071,1.4,0.6,0.012
0.61,0.61,0.61,0.61,0.61,0.61,Patgram,Loam,MEL,0.006,0.14,0.00028,1.7,0.4,0.0106
0.62,0.62,0.62,0.62,0.62,0.62,Patgram,Loam,MEL,0.022,0.09,0.00032,0.7,0.4,0.0052
0.63,0.63,0.63,0.63,0.63,0.63,Patgram,Loam,MEL,0.004,0.05,0.00019,1.5,0.4,0.0248
0.64,0.64,0.64,0.63,0.63,0.64,Patgram,Loam,MEL,0.082,0.8,0.00048,3.2,0.5,0.0932
0.65,0.64,0.64,0.64,0.64,0.64,Patgram,Loam,MEL,0.012,0.11,0.00041,1.6,0.1,0.0046
0.65,0.65,0.65,0.65,0.65,0.65,Patgram,Loam,MEL,0.017,0.23,0.00045,2.4,0.3,0.0408
0.66,0.66,0.66,0.66,0.66,0.66,Patgram,Loam,MEL,0.006,0.13,0.00032,1.5,1.1,0.0184
0.67,0.67,0.67,0.67,0.67,0.67,Patgram,Loam,MEL,0.011,0.11,0.00035,2,0.3,0.0208
0.68,0.67,0.67,0.67,0.67,0.67,Patgram,Loam,MEL,0.012,0.07,0.00025,1,0.5,0.0056
0.69,0.68,0.68,0.68,0.68,0.68,Patgram,Loam,MEL,0.149,0.25,0.00017,1.3,0.4,0.0274
0.69,0.69,0.69,0.69,0.69,0.69,Patgram,Loam,MEL,0.024,0.11,0.00029,0.8,0.4,0.0024
0.70,0.70,0.70,0.70,0.70,0.70,Patgram,Loam,MEL,0.034,0.17,0.00026,1.3,0.2,0.0054
0.71,0.71,0.71,0.70,0.70,0.70,Patgram,Loam,MEL,0.094,0.11,0.00037,0.6,0.3,0.0032
0.72,0.71,0.71,0.71,0.71,0.71,Patgram,Loam,MEL,0.034,0.11,0.00022,1.2,0.2,0.004
0.72,0.72,0.72,0.72,0.72,0.72,Patgram,Loam,MEL,0.012,0.07,0.00028,0.8,0.1,0.002
0.73,0.73,0.73,0.73,0.73,0.73,Patgram,Loam,MEL,0.013,0.21,0.00026,1,0.2,0.0162
0.74,0.74,0.74,0.74,0.74,0.74,Patgram,Loam,MEL,0.069,0.18,0.00041,0.6,0.1,0.005
0.75,0.74,0.74,0.74,0.74,0.74,Patgram,Loam,MEL,0.021,0.14,0.00041,1.2,0.2,0.0056
0.76,0.75,0.75,0.75,0.75,0.75,Patgram,Loam,MEL,0.012,0.09,0.00044,1.4,0.2,0.0036
0.76,0.76,0.76,0.76,0.76,0.76,Patgram,Loam,MEL,0.012,0.06,0.0003,0.8,0.1,0.002
0.77,0.77,0.77,0.77,0.77,0.77,Patgram,Loam,MEL,0.009,0.15,0.00032,1.3,0.4,0.0094
0.78,0.78,0.78,0.77,0.77,0.77,Patgram,Loam,MEL,0.015,0.11,0.00026,0.6,0.1,0.0042
0.79,0.78,0.78,0.78,0.78,0.78,Patgram,Loam,MEL,0.014,0.17,0.00037,1,0.2,0.0028
0.79,0.79,0.79,0.79,0.79,0.79,Patgram,Loam,MEL,0.013,0.11,0.00041,1,0.3,0.0096
0.80,0.80,0.80,0.80,0.80,0.80,Patgram,Loam,MEL,0.149,0.21,0.00048,1,0.2,0.0116
0.81,0.81,0.81,0.81,0.80,0.81,Patgram,Loam,MEL,0.007,0.16,0.00035,1.4,0.3,0.0028
0.82,0.81,0.81,0.81,0.81,0.81,Patgram,Loam,MEL,0.062,0.33,0.00045,1.5,0.5,0.042
0.83,0.82,0.82,0.82,0.82,0.82,Patgram,Loam,MEL,0.022,0.07,0.00043,0.7,0.1,0.003
0.83,0.83,0.83,0.83,0.83,0.83,Patgram,Loam,MEL,0.015,0.11,0.00037,1.5,0.2,0.009
0.84,0.84,0.84,0.84,0.84,0.84,Patgram,Loam,MEL,0.01,0.09,0.00056,1.5,0.3,0.0076
0.85,0.84,0.84,0.84,0.84,0.84,Patgram,Loam,MEL,0.014,0.11,0.00024,1.1,0.2,0.0124
0.86,0.85,0.85,0.85,0.85,0.85,Patgram,Loam,MEL,0.018,0.08,0.00035,0.9,0.1,0.003
0.86,0.86,0.86,0.86,0.86,0.86,Patgram,Loam,MEL,0.014,0.06,0.00035,0.7,0.1,0.0024
0.87,0.87,0.87,0.87,0.87,0.87,Patgram,Loam,MEL,0.013,0.22,0.00028,1.1,0.3,0.0056
0.88,0.88,0.88,0.87,0.87,0.88,Patgram,Loam,MEL,0.012,0.09,0.00022,2,0.3,0.0112
0.89,0.88,0.88,0.88,0.88,0.88,Patgram,Loam,MEL,0.01,0.07,0.00026,1.4,0.2,0.007
0.90,0.89,0.89,0.89,0.89,0.89,Patgram,Loam,MEL,0.026,0.06,0.00036,1,0.1,0.0042
0.90,0.90,0.90,0.90,0.90,0.90,Patgram,Loam,MEL,0.012,0.08,0.0003,2.2,0.4,0.0088
0.91,0.91,0.91,0.91,0.91,0.91,Patgram,Loam,MEL,0.028,0.13,0.00032,0.3,0.1,0.0102
0.92,0.91,0.91,0.91,0.91,0.91,Patgram,Loam,MEL,0.014,0.13,0.00026,1.3,0.3,0.0266
0.93,0.92,0.92,0.92,0.92,0.92,Patgram,Loam,MEL,0.017,0.13,0.00034,1.6,0.4,0.0178
0.93,0.93,0.93,0.93,0.93,0.93,Patgram,Loam,MEL,0.025,0.16,0.00026,0.2,0.1,0.008
0.94,0.94,0.94,0.94,0.94,0.94,Patgram,Loam,MEL,0.048,0.25,0.00045,1.5,0.3,0.0334
0.95,0.95,0.95,0.94,0.94,0.94,Patgram,Loam,MEL,0.052,0.21,0.00021,1.6,0.4,0.04
0.96,0.95,0.95,0.95,0.95,0.95,Patgram,Loam,MEL,0.011,0.13,0.00021,1.5,0.1,0.0048
0.97,0.96,0.96,0.96,0.96,0.96,Patgram,Loam,MEL,0.007,0.27,0.0003,2.8,0.8,0.0184
0.97,0.97,0.97,0.97,0.97,0.97,Patgram,Loam,MEL,0.008,0.07,0.00013,1.1,0.3,0.0032
0.98,0.98,0.98,0.98,0.98,0.98,Patgram,Loam,MEL,0.01,0.09,0.00017,0.9,0.2,0.0034
0.99,0.98,0.98,0.98,0.98,0.98,Patgram,Loam,MEL,0.019,0.18,0.00021,0.6,0.2,0.0068
1.00,0.99,0.99,0.99,0.99,0.99,Patgram,Loam,MEL,0.01,0.25,0.00028,0.8,0.3,0.0082
1.00,1.00,1.00,1.00,1.00,1.00,Patgram,Loam,MLL,0.009,0.07,0.00026,0.21,0.008,0.002
1.00,1.00,1.00,1.00,1.00,1.00,Patgram,Loam,MLL,0.026,0.16,0.00038,0.1,0.007,0.0302
0.00,0.00,0.00,0.00,0.00,0.00,Pirgonj,Loam,HL,0.001,0.2,0.0002,1.78,0.52,0.126
0.00,0.00,0.00,0.00,0.00,0.00,Pirgonj,Loam,HL,0.003,0.3,0.00026,2.19,1.38,0.1626
0.01,0.01,0.01,0.01,0.01,0.01,Pirgonj,Loam,HL,0.0186,0.31,0.00038,3.24,1.17,0.0066
0.01,0.01,0.01,0.01,0.01,0.01,Pirgonj,Loam,HL,0.0074,0.33,0.00024,2.97,1.07,0.019
0.02,0.02,0.02,0.02,0.02,0.02,Pirgonj,Loam,HL,0.0105,0.32,0.00026,2.88,1.52,0.0221
0.02,0.02,0.02,0.02,0.02,0.02,Pirgonj,Loam,HL,0.0058,0.6,0.0002,2.67,2.15,0.0227
0.03,0.03,0.03,0.03,0.03,0.03,Pirgonj,Loam,HL,0.0014,0.21,0.0002,1.81,0.77,0.0653
0.03,0.03,0.03,0.03,0.03,0.03,Pirgonj,Loam,HL,0.001,0.24,0.00024,1.47,1.01,0.10007
0.03,0.03,0.03,0.03,0.03,0.03,Pirgonj,Loam,HL,0.0041,0.29,0.0003,2.42,1.44,0.0082
0.04,0.04,0.04,0.04,0.04,0.04,Pirgonj,Loam,HL,0.002,0.53,0.00032,1.88,1.05,0.0883
0.04,0.04,0.04,0.04,0.04,0.04,Pirgonj,Loam,HL,0.0067,0.31,0.00021,1.98,1.21,0.0667
0.05,0.05,0.05,0.05,0.05,0.05,Pirgonj,Loam,HL,0.0164,0.26,0.00027,1.4,0.74,0.0752
0.05,0.05,0.05,0.05,0.05,0.05,Pirgonj,Loam,HL,0.0035,0.62,0.0002,1.44,0.5,0.057
0.05,0.05,0.05,0.05,0.05,0.05,Pirgonj,Loam,HL,0.0189,0.41,0.0002,2.34,0.86,0.0354
0.06,0.06,0.06,0.06,0.06,0.06,Pirgonj,Loam,HL,0.08,0.28,0.00027,1.67,0.8,0.1123
0.06,0.06,0.06,0.06,0.06,0.06,Pirgonj,Loam,HL,0.045,0.24,0.00023,2.17,0.88,0.0949
0.07,0.07,0.07,0.07,0.07,0.07,Pirgonj,Loam,HL,0.0098,0.26,0.00022,2.03,0.77,0.0803
0.07,0.07,0.07,0.07,0.07,0.07,Pirgonj,Loam,HL,0.0019,0.2,0.00022,1.94,0.54,0.0273
0.08,0.08,0.08,0.08,0.08,0.08,Pirgonj,Loam,HL,0.02,0.19,0.00022,1.76,0.57,0.0158
0.08,0.08,0.08,0.08,0.08,0.08,Pirgonj,Loam,HL,0.026,0.3,0.00034,3.35,1.62,0.0086
0.08,0.08,0.08,0.08,0.08,0.08,Pirgonj,Loam,HL,0.0271,0.28,0.00022,2.18,1.13,0.0099
0.09,0.09,0.09,0.09,0.09,0.09,Pirgonj,Loam,HL,0.0272,0.23,0.00028,2.12,1,0.0691
0.09,0.09,0.09,0.09,0.09,0.09,Pirgonj,Loam,HL,0.0212,0.34,0.00023,2.72,1.02,0.0608
0.10,0.10,0.10,0.10,0.10,0.10,Pirgonj,Loam,HL,0.0268,0.23,0.0002,1.51,0.62,0.0808
0.10,0.10,0.10,0.10,0.10,0.10,Pirgonj,Loam,HL,0.0107,0.26,0.00024,0.99,0.45,0.0852
0.11,0.11,0.11,0.11,0.11,0.11,Pirgonj,Loam,HL,0.0052,0.2,0.00028,2.09,0.96,0.0969
0.11,0.11,0.11,0.11,0.11,0.11,Pirgonj,Loam,HL,0.0082,0.27,0.00032,1.71,0.75,0.0323
0.11,0.11,0.11,0.11,0.11,0.11,Pirgonj,Loam,HL,0.0188,0.26,0.00024,1.23,0.39,0.0082
0.12,0.12,0.12,0.12,0.12,0.12,Pirgonj,Loam,HL,0.0088,0.19,0.00018,0.68,0.16,0.0083
0.12,0.12,0.12,0.12,0.12,0.12,Pirgonj,Loam,HL,0.0067,0.38,0.00023,1.97,0.8,0.0979
0.13,0.13,0.13,0.13,0.13,0.13,Pirgonj,Loam,HL,0.0095,0.2,0.00026,0.74,0.35,0.0126
0.13,0.13,0.13,0.13,0.13,0.13,Pirgonj,Loam,MEL,0.0061,0.25,0.00028,2.12,1.07,0.009
0.14,0.14,0.14,0.14,0.14,0.14,Pirgonj,Loam,HL,0.0381,0.21,0.00029,2.02,0.95,0.0053
0.14,0.14,0.14,0.14,0.14,0.14,Pirgonj,Loam,HL,0.0065,0.31,0.00022,2.31,0.94,0.0313
0.14,0.14,0.14,0.14,0.14,0.14,Pirgonj,Loam,HL,0.0079,0.33,0.00026,1.73,1.09,0.0616
0.15,0.15,0.15,0.15,0.15,0.15,Pirgonj,Loam,HL,0.0029,0.28,0.00046,1.21,1.17,0.0549
0.15,0.15,0.15,0.15,0.15,0.15,Pirgonj,Loam,HL,0.0239,0.31,0.00032,1.26,0.64,0.0068
0.16,0.16,0.16,0.16,0.16,0.16,Pirgonj,Loam,HL,0.0188,0.21,0.00048,1.08,0.68,0.0044
0.16,0.16,0.16,0.16,0.16,0.16,Pirgonj,Loam,HL,0.0196,0.24,0.00041,1.65,0.84,0.0094
0.16,0.16,0.16,0.16,0.16,0.16,Pirgonj,Loam,HL,0.0146,0.21,0.00021,1.65,0.99,0.0092
0.17,0.17,0.17,0.17,0.17,0.17,Pirgonj,Loam,HL,0.0242,0.3,0.00012,2.03,1.14,0.0561
0.17,0.17,0.17,0.17,0.17,0.17,Pirgonj,Loam,HL,0.0105,0.4,0.00015,3.28,1.52,0.0243
0.18,0.18,0.18,0.18,0.18,0.18,Pirgonj,Loam,HL,0.0296,0.23,0.00021,1.28,0.5,0.0046
0.18,0.18,0.18,0.18,0.18,0.18,Pirgonj,Loam,HL,0.022,0.19,0.0002,1.62,0.62,0.0065
0.19,0.19,0.19,0.19,0.19,0.19,Pirgonj,Loam,HL,0.014,0.26,0.00014,2.78,1.12,0.0521
0.19,0.19,0.19,0.19,0.19,0.19,Pirgonj,Loam,HL,0.0211,0.45,0.00019,4.64,2.04,0.1121
0.19,0.19,0.19,0.19,0.19,0.19,Pirgonj,Loam,MEL,0.0014,0.37,0.00031,3.06,1.2,0.0192
0.20,0.20,0.20,0.20,0.20,0.20,Pirgonj,Loam,MEL,0.0033,0.28,0.00021,2.09,0.77,0.0293
0.20,0.20,0.20,0.20,0.20,0.20,Pirgonj,Loam,MEL,0.0044,0.3,0.00016,2.41,1.34,0.0341
0.21,0.21,0.21,0.21,0.21,0.21,Pirgonj,Loam,MEL,0.0025,0.28,0.00022,2.18,0.77,0.0094
0.21,0.21,0.21,0.21,0.21,0.21,Pirgonj,Loam,MEL,0.0099,0.34,0.00024,1.52,0.73,0.0077
0.22,0.22,0.22,0.22,0.22,0.22,Pirgonj,Loam,MEL,0.0118,0.24,0.00022,1.41,0.52,0.0059
0.22,0.22,0.22,0.22,0.22,0.22,Pirgonj,Loam,MEL,0.0161,0.32,0.00023,1.48,1.02,0.036
0.22,0.22,0.22,0.22,0.22,0.22,Pirgonj,Loam,MEL,0.0072,0.19,0.00019,0.72,0.54,0.0344
0.23,0.23,0.23,0.23,0.23,0.23,Pirgonj,Loam,HL,0.0045,0.32,0.00021,3.27,1.35,0.0194
0.23,0.23,0.23,0.23,0.23,0.23,Pirgonj,Loam,HL,0.0087,0.56,0.00035,2.81,1.49,0.0094
0.24,0.24,0.24,0.24,0.24,0.24,Pirgonj,Loam,HL,0.0175,0.25,0.00035,0.56,1.03,0.0531
0.24,0.24,0.24,0.24,0.24,0.24,Pirgonj,Loam,HL,0.0057,0.32,0.00024,1.32,0.46,0.0138
0.24,0.24,0.24,0.24,0.24,0.24,Pirgonj,Loam,HL,0.013,0.29,0.00026,0.81,0.44,0.0117
0.25,0.25,0.25,0.25,0.25,0.25,Pirgonj,Loam,MEL,0.0088,0.31,0.00034,1.41,0.66,0.0168
0.25,0.25,0.25,0.25,0.25,0.25,Pirgonj,Loam,MEL,0.0011,0.27,0.00025,2.26,0.77,0.0163
0.26,0.26,0.26,0.26,0.26,0.26,Pirgonj,Loam,MEL,0.0045,0.44,0.00029,3.24,1.38,0.0368
0.26,0.26,0.26,0.26,0.26,0.26,Pirgonj,Loam,MEL,0.0055,0.25,0.00026,3.99,1.83,0.0134
0.27,0.27,0.27,0.27,0.27,0.27,Pirgonj,Loam,MEL,0.0019,0.23,0.00017,2.5,0.93,0.0187
0.27,0.27,0.27,0.27,0.27,0.27,Pirgonj,Loam,MEL,0.0058,0.2,0.00021,1.44,0.79,0.0516
0.27,0.27,0.27,0.27,0.27,0.27,Pirgonj,Loam,MEL,0.0077,0.21,0.00018,1.9,0.96,0.0109
0.28,0.28,0.28,0.28,0.28,0.28,Pirgonj,Loam,MEL,0.0149,0.24,0.00025,0.88,0.49,0.018
0.28,0.28,0.28,0.28,0.28,0.28,Pirgonj,Loam,MEL,0.0014,0.29,0.00034,2.7,1.88,0.009
0.29,0.29,0.29,0.29,0.29,0.29,Pirgonj,Loam,MEL,0.0178,0.25,0.00027,2.03,0.97,0.0057
0.29,0.29,0.29,0.29,0.29,0.29,Pirgonj,Loam,MEL,0.0059,0.28,0.00031,2.53,1.48,0.0151
0.30,0.30,0.30,0.30,0.30,0.30,Pirgonj,Loam,MEL,0.001,0.29,0.00029,3.22,1.95,0.0053
0.30,0.30,0.30,0.30,0.30,0.30,Pirgonj,Loam,MEL,0.0038,0.3,0.00033,2.39,1.79,0.0114
0.30,0.30,0.30,0.30,0.30,0.30,Pirgonj,Loam,MEL,0.0011,0.25,0.00032,2.41,1.46,0.0099
0.31,0.31,0.31,0.31,0.31,0.31,Pirgonj,Loam,MEL,0.0021,0.39,0.00029,2.36,1.68,0.0143
0.31,0.31,0.31,0.31,0.31,0.31,Pirgonj,Loam,MEL,0.0025,0.35,0.00026,2.75,1.69,0.0142
0.32,0.32,0.32,0.32,0.32,0.32,Pirgonj,Loam,MEL,0.0039,0.26,0.00018,1.83,1.63,0.0097
0.32,0.32,0.32,0.32,0.32,0.32,Pirgonj,Loam,MEL,0.001,0.25,0.00015,2.2,1.35,0.0145
0.32,0.32,0.32,0.32,0.32,0.32,Pirgonj,Loam,MEL,0.0037,0.31,0.00021,2.34,1.58,0.0089
0.33,0.33,0.33,0.33,0.33,0.33,Pirgonj,Loam,MEL,0.001,0.35,0.00033,2,1.37,0.0074
0.33,0.33,0.33,0.33,0.33,0.33,Pirgonj,Loam,MEL,0.0001,0.34,0.00015,2.26,1.13,0.0085
0.34,0.34,0.34,0.34,0.34,0.34,Pirgonj,Loam,MEL,0.0011,0.31,0.00025,2.48,1.42,0.0095
0.34,0.34,0.34,0.34,0.34,0.34,Pirgonj,Loam,MEL,0.0091,0.36,0.0002,2.07,0.85,0.0602
0.35,0.35,0.35,0.35,0.35,0.35,Pirgonj,Loam,MEL,0.001,0.3,0.00025,2.06,1.49,0.0172
0.35,0.35,0.35,0.35,0.35,0.35,Pirgonj,Loam,MEL,0.0056,0.33,0.00018,1.44,0.79,0.0062
0.35,0.35,0.35,0.35,0.35,0.35,Pirgonj,Loam,MEL,0.003,0.26,0.00022,2.4,1.6,0.0161
0.36,0.36,0.36,0.36,0.36,0.36,Pirgonj,Loam,MEL,0.001,0.3,0.00018,1.95,1.09,0.0058
0.36,0.36,0.36,0.36,0.36,0.36,Pirgonj,Loam,MEL,0.0104,0.34,0.00029,1.9,0.63,0.0062
0.37,0.37,0.37,0.37,0.37,0.37,Pirgonj,Loam,MEL,0.0062,0.39,0.00028,0.89,0.32,0.0034
0.37,0.37,0.37,0.37,0.37,0.37,Pirgonj,Loam,MEL,0.0039,0.45,0.00021,2.14,1.32,0.0286
0.38,0.38,0.38,0.38,0.38,0.38,Pirgonj,Loam,MEL,0.0181,0.37,0.00036,0.95,0.29,0.003
0.38,0.38,0.38,0.38,0.38,0.38,Pirgonj,Loam,MEL,0.0121,0.29,0.00025,1.33,0.78,0.0044
0.38,0.38,0.38,0.38,0.38,0.38,Pirgonj,Loam,MEL,0.0136,0.34,0.00023,1.31,0.76,0.0077
0.39,0.39,0.39,0.39,0.39,0.39,Pirgonj,Loam,MEL,0.0298,0.32,0.00025,1.13,0.87,0.0081
0.39,0.39,0.39,0.39,0.39,0.39,Pirgonj,Loam,MEL,0.005,0.31,0.00032,0.73,0.56,0.0057
0.40,0.40,0.40,0.40,0.40,0.40,Pirgonj,Loam,MEL,0.0039,0.37,0.00024,2.75,0.165,0.0183
0.40,0.40,0.40,0.40,0.40,0.40,Pirgonj,Loam,MEL,0.0016,0.36,0.00013,2.12,1.43,0.013
0.41,0.41,0.41,0.41,0.41,0.41,Pirgonj,Loam,MEL,0.0069,0.21,0.00029,1.13,0.69,0.0064
0.41,0.41,0.41,0.41,0.41,0.41,Pirgonj,Loam,MEL,0.0031,0.32,0.00024,2.45,1.74,0.0041
0.41,0.41,0.41,0.41,0.41,0.41,Pirgonj,Loam,MEL,0.0048,0.42,0.00015,2.13,1.9,0.0349
0.42,0.42,0.42,0.42,0.42,0.42,Pirgonj,Loam,MEL,0.001,0.25,0.00023,1.37,1.87,0.0106
0.42,0.42,0.42,0.42,0.42,0.42,Pirgonj,Loam,MEL,0.0089,0.31,0.00023,2.05,1.78,0.0093
0.43,0.43,0.43,0.43,0.43,0.43,Pirgonj,Loam,MEL,0.0019,0.44,0.00028,2.43,1.96,0.0091
0.43,0.43,0.43,0.43,0.43,0.43,Pirgonj,Loam,MEL,0.0071,0.21,0.00017,2.94,1.46,0.0023
0.43,0.43,0.43,0.43,0.43,0.43,Pirgonj,Loam,MEL,0.0042,0.36,0.00024,3.39,1.68,0.0111
0.44,0.44,0.44,0.44,0.44,0.44,Pirgonj,Loam,MEL,0.001,0.39,0.00021,4.69,2.35,0.0188
0.44,0.44,0.44,0.44,0.44,0.44,Pirgonj,Loam,MEL,0.0163,0.25,0.00058,3.24,1.53,0.0032
0.45,0.45,0.45,0.45,0.45,0.45,Pirgonj,Loam,MEL,0.0032,0.56,0.00023,4.94,2.66,0.0357
0.45,0.45,0.45,0.45,0.45,0.45,Pirgonj,Loam,MEL,0.0051,0.3,0.00031,2.87,1.65,0.0125
0.46,0.46,0.46,0.46,0.46,0.46,Pirgonj,Loam,MEL,0.0012,0.29,0.00025,2.34,1.47,0.0152
0.46,0.46,0.46,0.46,0.46,0.46,Pirgonj,Loam,MEL,0.0036,0.36,0.00008,2.47,1.98,0.009
0.46,0.46,0.46,0.46,0.46,0.46,Pirgonj,Loam,MEL,0.0179,0.3,0.00018,1.69,0.92,0.0021
0.47,0.47,0.47,0.47,0.47,0.47,Pirgonj,Loam,MEL,0.029,0.21,0.00014,2.59,2.18,0.0101
0.47,0.47,0.47,0.47,0.47,0.47,Pirgonj,Loam,MEL,0.003,0.3,0.00024,3.2,2.04,0.012
0.48,0.48,0.48,0.48,0.48,0.48,Pirgonj,Loam,MEL,0.0061,0.25,0.00029,2.36,1.16,0.0042
0.48,0.48,0.48,0.48,0.48,0.48,Pirgonj,Loam,MEL,0.0054,0.3,0.00019,2.2,1.41,0.0082
0.49,0.49,0.49,0.49,0.49,0.49,Pirgonj,Loam,MEL,0.0142,0.26,0.00025,2.31,1.45,0.0029
0.49,0.49,0.49,0.49,0.49,0.49,Pirgonj,Loam,MEL,0.0062,0.53,0.00026,3.53,2.08,0.0063
0.49,0.49,0.49,0.49,0.49,0.49,Pirgonj,Loam,MEL,0.005,0.49,0.00033,3.33,1.71,0.0032
0.50,0.50,0.50,0.50,0.50,0.50,Pirgonj,Loam,MEL,0.0085,0.44,0.0002,5.11,2.69,0.104
0.50,0.50,0.50,0.50,0.50,0.50,Pirgonj,Loam,MEL,0.006,0.43,0.00029,3.88,2.9,0.0048
0.51,0.51,0.51,0.51,0.51,0.51,Pirgonj,Loam,MLL,0.0023,0.5,0.00028,6.29,3.91,0.0363
0.51,0.51,0.51,0.51,0.51,0.51,Pirgonj,Loam,HL,0.022,0.52,0.00016,2.33,1.23,0.0121
0.51,0.51,0.51,0.51,0.51,0.51,Pirgonj,Loam,HL,0.0189,0.56,0.0002,2.5,0.94,0.0103
0.52,0.52,0.52,0.52,0.52,0.52,Pirgonj,Loam,HL,0.0106,0.3,0.00025,3.08,1.75,0.0189
0.52,0.52,0.52,0.52,0.52,0.52,Pirgonj,Loam,HL,0.0637,0.77,0.0004,3.43,1.81,0.0202
0.53,0.53,0.53,0.53,0.53,0.53,Pirgonj,Loam,HL,0.15,0.73,0.00032,3.57,2.05,0.0202
0.53,0.53,0.53,0.53,0.53,0.53,Pirgonj,Loam,HL,0.0295,0.57,0.00022,4.67,2.77,0.0181
0.54,0.54,0.54,0.54,0.54,0.54,Pirgonj,Loam,HL,0.0129,0.43,0.00027,2.34,1.77,0.0209
0.54,0.54,0.54,0.54,0.54,0.54,Pirgonj,Loam,HL,0.008,0.33,0.00039,2.64,1.74,0.0282
0.54,0.54,0.54,0.54,0.54,0.54,Pirgonj,Loam,HL,0.0491,0.62,0.00029,1.01,0.72,0.0114
0.55,0.55,0.55,0.55,0.55,0.55,Pirgonj,Loam,HL,0.0189,0.37,0.00026,2.62,1.25,0.0144
0.55,0.55,0.55,0.55,0.55,0.55,Pirgonj,Loam,HL,0.1132,0.55,0.00026,2.39,0.99,0.0195
0.56,0.56,0.56,0.56,0.56,0.56,Pirgonj,Loam,HL,0.0118,0.37,0.00019,4.65,2.8,0.0213
0.56,0.56,0.56,0.56,0.56,0.56,Pirgonj,Loam,HL,0.094,0.68,0.00021,2.46,0.93,0.0265
0.57,0.57,0.57,0.57,0.57,0.57,Pirgonj,Loam,HL,0.063,0.69,0.00021,4.51,1.95,0.0232
0.57,0.57,0.57,0.57,0.57,0.57,Pirgonj,Loam,HL,0.044,0.5,0.0003,2.97,1.45,0.04
0.57,0.57,0.57,0.57,0.57,0.57,Pirgonj,Loam,HL,0.074,0.75,0.00034,4.02,1.88,0.027
0.58,0.58,0.58,0.58,0.58,0.58,Pirgonj,Loam,HL,0.0055,0.27,0.00025,5.21,3.03,0.0273
0.58,0.58,0.58,0.58,0.58,0.58,Pirgonj,Loam,HL,0.01,0.03,0.00042,5.05,2.87,0.0288
0.59,0.59,0.59,0.59,0.59,0.59,Pirgonj,Loam,HL,0.124,0.81,0.00038,5.37,3.19,0.0386
0.59,0.59,0.59,0.59,0.59,0.59,Pirgonj,Loam,HL,0.013,0.39,0.00035,3.28,2.1,0.0111
0.59,0.59,0.59,0.59,0.59,0.59,Pirgonj,Loam,HL,0.116,0.71,0.00023,3.81,2.15,0.0121
0.60,0.60,0.60,0.60,0.60,0.60,Pirgonj,Loam,HL,0.011,0.43,0.00022,5.01,3.17,0.0331
0.60,0.60,0.60,0.60,0.60,0.60,Pirgonj,Loam,HL,0.0105,0.25,0.00023,2.95,0.54,0.0101
0.61,0.61,0.61,0.61,0.61,0.61,Pirgonj,Loam,MEL,0.0041,0.33,0.00026,3.13,2.16,0.0156
0.61,0.61,0.61,0.61,0.61,0.61,Pirgonj,Loam,MEL,0.0057,0.23,0.00029,3.09,2.24,0.023
0.62,0.62,0.62,0.62,0.62,0.62,Pirgonj,Loam,MEL,0.0142,0.041,0.00025,2.96,1.57,0.0128
0.62,0.62,0.62,0.62,0.62,0.62,Pirgonj,Loam,MEL,0.0061,0.37,0.00027,2.9,2.04,0.0333
0.62,0.62,0.62,0.62,0.62,0.62,Pirgonj,Loam,HL,0.0094,0.35,0.0002,5.27,2.56,0.0239
0.63,0.63,0.63,0.63,0.63,0.63,Pirgonj,Loam,HL,0.0102,0.45,0.0002,5.55,2.8,0.017
0.63,0.63,0.63,0.63,0.63,0.63,Pirgonj,Loam,HL,0.0402,0.56,0.00031,4.58,1.35,0.0084
0.64,0.64,0.64,0.64,0.64,0.64,Pirgonj,Loam,HL,0.0152,0.25,0.00036,4.08,2.28,0.0148
0.64,0.64,0.64,0.64,0.64,0.64,Pirgonj,Loam,HL,0.0133,0.52,0.00019,5.08,2.77,0.0338
0.65,0.65,0.65,0.65,0.65,0.65,Pirgonj,Loam,MEL,0.0116,0.28,0.00022,3.4,1.82,0.0039
0.65,0.65,0.65,0.65,0.65,0.65,Pirgonj,Loam,MEL,0.0193,0.22,0.00025,5.33,2.43,0.0113
0.65,0.65,0.65,0.65,0.65,0.65,Pirgonj,Loam,MEL,0.0146,0.4,0.0002,4.98,2.61,0.0165
0.66,0.66,0.66,0.66,0.66,0.66,Pirgonj,Loam,MEL,0.0083,0.26,0.00027,4.21,1.96,0.0089
0.66,0.66,0.66,0.66,0.66,0.66,Pirgonj,Loam,MEL,0.01,0.33,0.00025,4.52,2.29,0.008
0.67,0.67,0.67,0.67,0.67,0.67,Pirgonj,Loam,MEL,0.0089,0.21,0.00027,5.15,2.5,0.0164
