B2Reft2,B3Reft3,B4Reft4,B5Reft5,B6Reft6,B7Reft7,Area,SoilTeam,LandClass,Phosphorus,Potassium,Boron,Calcium,Magnesium,Manganese
0.00,0.00,0.00,0.00,0.00,0.00,Badarganj,Loam,HL,0.0345,0.3,0.00028,0.77,0.46,0.1159
0.01,0.01,0.01,0.01,0.01,0.01,Badarganj,EthelLoam,HL,0.00475,0.17,0.00016,0.16,0.12,0.0655
0.01,0.01,0.01,0.01,0.01,0.01,Badarganj,EthelLoam,HL,0.0152,0.12,0.00015,0.54,0.12,0.0109
0.02,0.02,0.02,0.02,0.02,0.02,Badarganj,Loam,HL,0.0179,0.15,0.00016,0.52,0.18,0.1162
0.03,0.03,0.03,0.03,0.03,0.03,Badarganj,EthelLoam,HL,0.00539,0.31,0.00016,0.56,0.25,0.1424
0.03,0.03,0.03,0.03,0.03,0.03,Badarganj,EthelLoam,HL,0.01588,0.13,0.00015,0.32,0.12,0.0808
0.04,0.04,0.04,0.04,0.04,0.04,Badarganj,Loam,HL,0.03082,0.22,0.00015,0.38,0.16,0.1235
0.05,0.05,0.05,0.05,0.05,0.05,Badarganj,EthelLoam,HL,0.02418,0.1,0.00015,0.4,0.15,0.098
0.05,0.05,0.05,0.05,0.05,0.05,Badarganj,Loam,HL,0.00804,0.13,0.00015,0.6,0.28,0.046
0.06,0.06,0.06,0.06,0.06,0.06,Badarganj,Loam,HL,0.00511,0.17,0.00015,0.17,0.1,0.109
0.07,0.07,0.07,0.07,0.07,0.07,Badarganj,EthelLoam,HL,0.03347,0.11,0.00015,0.72,0.2,0.076
0.08,0.08,0.08,0.08,0.08,0.08,Badarganj,EthelLoam,HL,0.03724,0.17,0.00015,0.84,0.2,0.0576
0.08,0.08,0.08,0.08,0.08,0.08,Badarganj,Loam,HL,0.0093,0.17,0.00016,0.35,0.16,0.1042
0.09,0.09,0.09,0.09,0.09,0.09,Badarganj,EthelLoam,HL,0.01351,0.2,0.00015,1.03,0.38,0.0837
0.10,0.10,0.10,0.10,0.10,0.10,Badarganj,Loam,HL,0.00746,0.14,0.0002,0.57,0.1,0.0498
0.10,0.10,0.10,0.10,0.10,0.10,Badarganj,Ethel,HL,0.01011,0.2,0.0002,0.41,0.26,0.1258
0.11,0.11,0.11,0.11,0.11,0.11,Badarganj,EthelLoam,MEL,0.01758,0.11,0.00016,0.78,0.25,0.0581
0.12,0.12,0.12,0.12,0.12,0.12,Badarganj,Loam,MEL,0.01884,0.1,0.00015,0.81,0.26,0.0131
0.12,0.12,0.12,0.12,0.12,0.12,Badarganj,Loam,MEL,0.01176,0.1,0.00015,1.13,0.23,0.0138
0.13,0.13,0.13,0.13,0.13,0.13,Badarganj,Loam,MEL,0.00506,0.08,0.00015,1.04,0.22,0.0131
0.14,0.14,0.14,0.14,0.14,0.14,Badarganj,Loam,MEL,0.01792,0.11,0.0002,0.25,0.1,0.0142
0.14,0.14,0.14,0.14,0.14,0.14,Badarganj,Loam,MEL,0.00536,0.07,0.00015,0.96,0.21,0.0129
0.15,0.15,0.15,0.15,0.15,0.15,Badarganj,Loam,MEL,0.00543,0.08,0.00015,0.96,0.29,0.0218
0.16,0.16,0.16,0.16,0.16,0.16,Badarganj,Loam,MEL,0.00317,0.09,0.00028,1.07,0.28,0.0124
0.16,0.16,0.16,0.16,0.16,0.16,Badarganj,Loam,MEL,0.0042,0.09,0.00016,0.81,0.26,0.0185
0.17,0.17,0.17,0.17,0.17,0.17,Badarganj,Loam,MEL,0.007,0.1,0.00016,0.67,0.22,0.0148
0.18,0.18,0.18,0.18,0.18,0.18,Badarganj,Loam,MEL,0.00716,0.17,0.00016,0.97,0.54,0.0333
0.19,0.18,0.19,0.18,0.19,0.18,Badarganj,Loam,MEL,0.00959,0.13,0.0002,0.87,0.43,0.134
0.19,0.19,0.19,0.19,0.19,0.19,Badarganj,Loam,MEL,0.00877,0.12,0.00025,0.48,0.12,0.0227
0.20,0.20,0.20,0.20,0.20,0.20,Badarganj,EthelLoam,MEL,0.00572,0.08,0.00029,0.55,0.24,0.0217
0.21,0.21,0.21,0.21,0.21,0.21,Badarganj,Loam,MEL,0.00667,0.1,0.00025,0.57,0.25,0.0113
0.21,0.21,0.21,0.21,0.21,0.21,Badarganj,EthelLoam,MEL,0.00563,0.1,0.00025,0.53,0.23,0.015
0.22,0.22,0.22,0.22,0.22,0.22,Badarganj,Loam,MEL,0.0057,0.12,0.00022,0.4,0.33,0.0289
0.23,0.23,0.23,0.23,0.23,0.23,Badarganj,EthelLoam,MEL,0.0093,0.12,0.00025,0.68,0.24,0.0131
0.23,0.23,0.23,0.23,0.23,0.23,Badarganj,Loam,MEL,0.00618,0.13,0.00018,0.53,0.32,0.0227
0.24,0.24,0.24,0.24,0.24,0.24,Badarganj,EthelLoam,MEL,0.00972,0.11,0.00022,0.61,0.13,0.0145
0.25,0.25,0.25,0.25,0.25,0.25,Badarganj,Loam,MEL,0.0057,0.1,0.00018,0.38,0.25,0.0214
0.25,0.25,0.25,0.25,0.25,0.25,Badarganj,EthelLoam,MEL,0.00687,0.12,0.00022,0.71,0.19,0.0203
0.26,0.26,0.26,0.26,0.26,0.26,Badarganj,EthelLoam,MEL,0.00053,0.13,0.00015,0.65,0.26,0.0142
0.27,0.27,0.27,0.27,0.27,0.27,Badarganj,Loam,MEL,0.000632,0.08,0.00015,0.64,0.17,0.0111
0.27,0.27,0.27,0.27,0.27,0.27,Badarganj,EthelLoam,MEL,0.000752,0.07,0.00025,0.58,0.22,0.0054
0.28,0.28,0.28,0.28,0.28,0.28,Badarganj,Loam,MEL,0.0066,0.8,0.00018,0.41,0.16,0.0174
0.29,0.29,0.29,0.29,0.29,0.29,Badarganj,EthelLoam,MEL,0.00357,0.11,0.00022,0.69,0.24,0.0118
0.29,0.29,0.29,0.29,0.29,0.29,Badarganj,EthelLoam,MEL,0.000293,0.12,0.00025,0.59,0.33,0.0444
0.30,0.30,0.30,0.30,0.30,0.30,Badarganj,Ethel,MEL,0.000388,0.11,0.0002,0.99,0.26,0.0142
0.31,0.31,0.31,0.31,0.31,0.31,Badarganj,Loam,HL,0.000801,0.26,0.00025,0.25,0.14,0.0198
0.32,0.32,0.32,0.31,0.32,0.31,Badarganj,Loam,HL,0.00071,0.31,0.00019,0.66,0.25,0.0219
0.32,0.32,0.32,0.32,0.32,0.32,Badarganj,Loam,HL,0.000353,0.21,0.00022,0.85,0.36,0.0296
0.33,0.33,0.33,0.33,0.33,0.33,Badarganj,Loam,HL,0.0001153,0.19,0.00025,0.5,0.24,0.0269
0.34,0.34,0.34,0.34,0.34,0.34,Badarganj,Loam,HL,0.0008546,0.23,0.00019,0.5,0.38,0.0137
0.34,0.34,0.34,0.34,0.34,0.34,Badarganj,Loam,HL,0.0008332,0.23,0.00015,0.51,0.23,0.0303
0.35,0.35,0.35,0.35,0.35,0.35,Badarganj,Loam,HL,0.0006366,0.18,0.00019,0.5,0.11,0.0147
0.36,0.36,0.36,0.36,0.36,0.36,Badarganj,Loam,HL,0.000885,0.16,0.00015,0.3,0.1,0.0138
0.36,0.36,0.36,0.36,0.36,0.36,Badarganj,Loam,HL,0.0003627,0.19,0.00022,0.25,0.06,0.069
0.37,0.37,0.37,0.37,0.37,0.37,Badarganj,Loam,HL,0.0005219,0.22,0.00044,0.15,0.44,0.023
0.38,0.38,0.38,0.38,0.38,0.38,Badarganj,Loam,HL,0.0004907,0.17,0.00019,0.29,0.04,0.0332
0.38,0.38,0.38,0.38,0.38,0.38,Badarganj,Loam,HL,0.0001603,0.18,0.00025,0.78,0.19,0.0231
0.39,0.39,0.39,0.39,0.39,0.39,Badarganj,Loam,HL,0.0009173,0.22,0.00029,0.12,0.14,0.0332
0.40,0.40,0.40,0.40,0.40,0.40,Badarganj,Loam,HL,0.0004533,0.21,0.0004,0.35,0.2,0.055
0.40,0.40,0.40,0.40,0.40,0.40,Badarganj,Loam,HL,0.000598,0.17,0.00015,0.27,0.26,0.087
0.41,0.41,0.41,0.41,0.41,0.41,Badarganj,Loam,HL,0.0008838,0.11,0.0002,0.35,0.37,0.021
0.42,0.42,0.42,0.42,0.42,0.42,Badarganj,Loam,HL,0.000388,0.33,0.00015,0.99,0.25,0.0302
0.42,0.42,0.43,0.42,0.43,0.42,Badarganj,Loam,HL,0.0001072,0.13,0.00015,0.67,0.3,0.0142
0.43,0.43,0.43,0.43,0.43,0.43,Badarganj,Loam,HL,0.000841,0.17,0.00025,0.7,0.47,0.0321
0.44,0.44,0.44,0.44,0.44,0.44,Badarganj,Loam,HL,0.000108,0.11,0.0002,0.57,0.31,0.0144
0.45,0.45,0.45,0.44,0.45,0.44,Badarganj,Loam,HL,0.000789,0.12,0.0002,0.88,0.25,0.0315
0.45,0.45,0.45,0.45,0.45,0.45,Badarganj,Loam,HL,0.0001311,0.11,0.00025,0.68,0.28,0.0607
0.46,0.46,0.46,0.46,0.46,0.46,Badarganj,Loam,MEL,0.0004681,0.12,0.0002,0.62,0.32,0.0345
0.47,0.47,0.47,0.47,0.47,0.47,Badarganj,Loam,MEL,0.0001129,0.31,0.00045,0.61,0.13,0.0238
0.47,0.47,0.47,0.47,0.47,0.47,Badarganj,Loam,HL,0.00010994,0.31,0.00025,0.89,0.19,0.0122
0.48,0.48,0.48,0.48,0.48,0.48,Badarganj,Loam,HL,0.0001068,0.23,0.00025,0.42,0.11,0.0293
0.49,0.49,0.49,0.49,0.49,0.49,Badarganj,Loam,HL,0.000867,0.19,0.00015,0.42,0.19,0.0343
0.49,0.49,0.49,0.49,0.49,0.49,Badarganj,Loam,HL,0.0003591,0.23,0.00025,0.21,0.21,0.0196
0.50,0.50,0.50,0.50,0.50,0.50,Badarganj,Loam,HL,0.0008203,0.24,0.00035,0.26,0.13,0.0323
0.51,0.51,0.51,0.51,0.51,0.51,Badarganj,Loam,HL,0.0006061,0.19,0.00025,0.49,0.27,0.0303
0.51,0.51,0.51,0.51,0.51,0.51,Badarganj,Loam,HL,0.0008375,0.2,0.00025,0.38,0.32,0.0243
0.52,0.52,0.52,0.52,0.52,0.52,Badarganj,Loam,HL,0.0003993,0.27,0.00025,0.77,0.19,0.0596
0.53,0.53,0.53,0.53,0.53,0.53,Badarganj,Loam,HL,0.0003119,0.24,0.00025,0.79,0.31,0.0356
0.53,0.53,0.53,0.53,0.53,0.53,Badarganj,Loam,HL,0.0001733,0.12,0.00035,0.6,0.37,0.0176
0.54,0.54,0.54,0.54,0.54,0.54,Badarganj,Loam,HL,0.0002296,0.1,0.00045,0.84,0.1,0.0196
0.55,0.55,0.55,0.55,0.55,0.55,Badarganj,Loam,HL,0.0002545,0.21,0.0002,0.83,0.11,0.0117
0.56,0.55,0.56,0.55,0.56,0.55,Badarganj,Loam,HL,0.0008688,0.16,0.0002,0.2,0.25,0.08
0.56,0.56,0.56,0.56,0.56,0.56,Badarganj,Loam,HL,0.0002282,0.17,0.00028,0.36,0.16,0.0147
0.57,0.57,0.57,0.57,0.57,0.57,Badarganj,Loam,HL,0.0003921,0.18,0.00032,0.71,0.24,0.0187
0.58,0.58,0.58,0.57,0.58,0.57,Badarganj,Loam,HL,0.0003676,0.16,0.0002,0.45,0.3,0.0182
0.58,0.58,0.58,0.58,0.58,0.58,Badarganj,Loam,HL,0.0005647,0.32,0.0002,0.63,0.29,0.0286
0.59,0.59,0.59,0.59,0.59,0.59,Badarganj,Loam,HL,0.0005328,0.19,0.0002,0.65,0.2,0.0227
0.60,0.60,0.60,0.60,0.60,0.60,Badarganj,Loam,HL,0.0005669,0.12,0.0002,0.52,0.17,0.018
0.60,0.60,0.60,0.60,0.60,0.60,Badarganj,Loam,HL,0.0001699,0.12,0.00024,0.51,0.19,0.0208
0.61,0.61,0.61,0.61,0.61,0.61,Badarganj,Loam,HL,0.000982,0.11,0.00016,0.36,0.1,0.0135
0.62,0.62,0.62,0.62,0.62,0.62,Badarganj,Loam,HL,0.0001993,0.16,0.00016,0.23,0.28,0.0286
0.62,0.62,0.62,0.62,0.62,0.62,Badarganj,Loam,HL,0.0006417,0.11,0.00028,0.74,0.19,0.0373
0.63,0.63,0.63,0.63,0.63,0.63,Badarganj,Loam,HL,0.000222,0.3,0.00016,0.55,0.16,0.087
0.64,0.64,0.64,0.64,0.64,0.64,Badarganj,Loam,HL,0.0003031,0.21,0.00016,0.4,0.21,0.0113
0.64,0.64,0.64,0.64,0.64,0.64,Badarganj,Loam,HL,0.00017,0.19,0.00024,0.48,0.35,0.0139
0.65,0.65,0.65,0.65,0.65,0.65,Badarganj,Loam,HL,0.0001684,0.36,0.0002,0.89,0.14,0.0186
0.66,0.66,0.66,0.66,0.66,0.66,Badarganj,Loam,HL,0.0001882,0.12,0.00024,0.61,0.27,0.0253
0.66,0.66,0.66,0.66,0.66,0.66,Badarganj,Loam,HL,0.0003968,0.13,0.00024,0.72,0.18,0.0213
0.67,0.67,0.67,0.67,0.67,0.67,Badarganj,Loam,MEL,0.0001023,0.29,0.00028,0.62,0.42,0.0274
0.68,0.68,0.68,0.68,0.68,0.68,Badarganj,Loam,MEL,0.000847,0.09,0.0002,0.72,0.09,0.079
0.69,0.68,0.69,0.68,0.69,0.68,Badarganj,Loam,MEL,0.0001388,0.14,0.00028,0.62,0.23,0.0126
0.69,0.69,0.69,0.69,0.69,0.69,Badarganj,Loam,MEL,0.000745,0.19,0.00016,0.36,0.31,0.0374
0.70,0.70,0.70,0.70,0.70,0.70,Badarganj,Loam,MEL,0.000922,0.2,0.00032,0.99,0.27,0.0217
0.71,0.71,0.71,0.70,0.71,0.70,Badarganj,Loam,MEL,0.0001702,0.14,0.0002,0.41,0.18,0.0575
0.71,0.71,0.71,0.71,0.71,0.71,Badarganj,Loam,MEL,0.000686,0.21,0.00032,0.71,0.23,0.0431
0.72,0.72,0.72,0.72,0.72,0.72,Badarganj,Loam,MEL,0.000783,0.12,0.00036,0.59,0.2,0.01218
0.73,0.73,0.73,0.73,0.73,0.73,Badarganj,Loam,MEL,0.0002147,0.1,0.00065,0.78,0.25,0.0549
0.73,0.73,0.73,0.73,0.73,0.73,Badarganj,Loam,MEL,0.0002167,0.11,0.00028,0.41,0.27,0.0672
0.74,0.74,0.74,0.74,0.74,0.74,Badarganj,Loam,MEL,0.000684,0.07,0.00028,0.4,0.16,0.0311
0.75,0.75,0.75,0.75,0.75,0.75,Badarganj,Loam,MEL,0.000746,0.09,0.00024,0.59,0.38,0.0323
0.75,0.75,0.75,0.75,0.75,0.75,Badarganj,Loam,MEL,0.0006158,0.18,0.00021,0.64,0.16,0.031
0.76,0.76,0.76,0.76,0.76,0.76,Badarganj,Loam,MEL,0.0001238,0.14,0.00035,0.4,0.15,0.0263
0.77,0.77,0.77,0.77,0.77,0.77,Badarganj,Loam,MEL,0.0001879,0.13,0.0002,0.43,0.18,0.025
0.77,0.77,0.77,0.77,0.77,0.77,Badarganj,Loam,MEL,0.0001448,0.33,0.0002,0.65,0.18,0.0396
0.78,0.78,0.78,0.78,0.78,0.78,Badarganj,Loam,MEL,0.000802,0.18,0.00024,0.32,0.23,0.0411
0.79,0.79,0.79,0.79,0.79,0.79,Badarganj,Loam,MEL,0.0001738,0.12,0.00018,0.47,0.22,0.0329
0.79,0.79,0.80,0.79,0.80,0.79,Badarganj,Loam,MEL,0.000596,0.1,0.00025,0.49,0.28,0.0352
0.80,0.80,0.80,0.80,0.80,0.80,Badarganj,Loam,MEL,0.0002181,0.12,0.0002,0.44,0.26,0.0347
0.81,0.81,0.81,0.81,0.81,0.81,Badarganj,Loam,MEL,0.000792,0.12,0.0002,0.28,0.36,0.0269
0.82,0.82,0.82,0.81,0.82,0.81,Badarganj,Loam,MEL,0.0001783,0.12,0.00021,0.48,0.2,0.0328
0.82,0.82,0.82,0.82,0.82,0.82,Badarganj,Loam,MEL,0.0001643,0.13,0.00028,0.59,0.47,0.0326
0.83,0.83,0.83,0.83,0.83,0.83,Badarganj,Loam,MEL,0.0001033,0.09,0.00028,0.81,0.38,0.0373
0.84,0.84,0.84,0.83,0.84,0.83,Badarganj,EthelLoam,MEL,0.0002105,0.12,0.00032,0.53,0.27,0.0311
0.84,0.84,0.84,0.84,0.84,0.84,Badarganj,Loam,MEL,0.000511,0.29,0.00032,1.05,0.25,0.028
0.85,0.85,0.85,0.85,0.85,0.85,Badarganj,EthelLoam,MEL,0.0001079,0.09,0.00025,0.99,0.26,0.0401
0.86,0.86,0.86,0.86,0.86,0.86,Badarganj,Loam,MEL,0.000525,0.08,0.00028,0.67,0.56,0.0248
0.86,0.86,0.86,0.86,0.86,0.86,Badarganj,Loam,MEL,0.000906,0.14,0.00032,1.25,0.29,0.04
0.87,0.87,0.87,0.87,0.87,0.87,Badarganj,Loam,MEL,0.0003053,0.12,0.00032,0.89,0.24,0.0368
0.88,0.88,0.88,0.88,0.88,0.88,Badarganj,EthelLoam,MEL,0.000106,0.16,0.00028,0.94,0.26,0.0324
0.88,0.88,0.88,0.88,0.88,0.88,Badarganj,Loam,MEL,0.0001244,0.14,0.00028,0.92,0.32,0.0388
0.89,0.89,0.89,0.89,0.89,0.89,Badarganj,EthelLoam,MEL,0.000459,0.1,0.0005,0.63,0.32,0.01003
0.90,0.90,0.90,0.90,0.90,0.90,Badarganj,Loam,MEL,0.000906,0.23,0.00037,0.65,0.35,0.0281
0.90,0.90,0.90,0.90,0.90,0.90,Badarganj,EthelLoam,MEL,0.000999,0.13,0.00043,0.79,0.42,0.0478
0.91,0.91,0.91,0.91,0.91,0.91,Badarganj,EthelLoam,MEL,0.0001035,0.14,0.00025,0.66,0.32,0.0584
0.92,0.92,0.92,0.92,0.92,0.92,Badarganj,EthelLoam,MEL,0.000827,0.17,0.0002,0.8,0.21,0.0386
0.93,0.92,0.93,0.92,0.93,0.92,Badarganj,EthelLoam,MEL,0.0001815,0.19,0.00028,0.8,0.37,0.0191
0.93,0.93,0.93,0.93,0.93,0.93,Badarganj,Loam,MEL,0.000541,0.15,0.00024,0.93,0.52,0.049
0.94,0.94,0.94,0.94,0.94,0.94,Badarganj,Loam,MEL,0.000554,0.15,0.00032,0.36,0.3,0.0137
0.95,0.95,0.95,0.94,0.95,0.94,Badarganj,Loam,MEL,0.000601,0.11,0.0002,0.76,0.13,0.0202
0.95,0.95,0.95,0.95,0.95,0.95,Badarganj,Loam,MEL,0.0001168,0.11,0.00024,0.66,0.42,0.028
0.96,0.96,0.96,0.96,0.96,0.96,Badarganj,EthelLoam,MEL,0.000712,0.1,0.0002,0.8,0.33,0.0191
0.97,0.97,0.97,0.96,0.97,0.96,Badarganj,Ethel,MEL,0.000658,0.12,0.00024,1.2,0.52,0.0554
0.97,0.97,0.97,0.97,0.97,0.97,Badarganj,SandyLoam,MEL,0.0001409,0.13,0.00016,0.64,0.28,0.0161
0.98,0.98,0.98,0.98,0.98,0.98,Badarganj,EthelLoam,MEL,0.0001962,0.13,0.0002,0.5,0.29,0.0148
0.99,0.99,0.99,0.99,0.99,0.99,Badarganj,SandyLoam,MEL,0.0001518,0.15,0.00015,0.84,0.28,0.0158
0.99,0.99,0.99,0.99,0.99,0.99,Badarganj,Loam,MEL,0.0001908,0.12,0.0002,0.97,0.39,0.0193
0.00,0.00,0.00,0.00,0.00,0.00,Fulbari,Loam,HL,0.0212,0.23,0.00023,3.28,0.9,0.00514
0.01,0.01,0.01,0.01,0.01,0.01,Fulbari,Loam,HL,0.02412,0.3,0.0003,1.18,0.34,0.00431
0.03,0.03,0.03,0.03,0.03,0.03,Fulbari,Loam,HL,0.1037,0.14,0.0004,2.64,0.55,0.01591
0.04,0.04,0.04,0.04,0.04,0.04,Fulbari,Loam,HL,0.08073,0.13,0.00022,3.51,1.1,0.00727
0.05,0.05,0.05,0.05,0.05,0.05,Fulbari,Loam,HL,0.02465,0.2,0.00025,2.38,0.65,0.00302
0.07,0.07,0.07,0.07,0.07,0.07,Fulbari,Loam,HL,0.00876,0.15,0.00029,1.95,0.5,0.00972
0.08,0.08,0.08,0.08,0.08,0.08,Fulbari,Loam,HL,0.01854,0.45,0.00055,2.02,0.61,0.05496
0.10,0.09,0.09,0.10,0.09,0.09,Fulbari,Loam,HL,0.0526,0.16,0.00028,2.3,0.75,0.03042
0.11,0.11,0.11,0.11,0.11,0.11,Fulbari,Loam,HL,0.01081,0.11,0.00028,3.55,1.26,0.01153
0.12,0.12,0.12,0.12,0.12,0.12,Fulbari,Loam,HL,0.04335,0.14,0.00018,2.6,0.58,0.00605
0.14,0.13,0.13,0.14,0.14,0.13,Fulbari,Loam,HL,0.027,0.31,0.0001,3.7,1.05,0.258
0.15,0.15,0.15,0.15,0.15,0.15,Fulbari,Loam,HL,0.00861,0.1,0.00029,2.52,0.7,0.00271
0.16,0.16,0.16,0.16,0.16,0.16,Fulbari,Loam,HL,0.00803,0.12,0.00013,4.38,1.53,0.00847
0.18,0.18,0.17,0.18,0.18,0.17,Fulbari,Loam,HL,0.01043,0.1,0.00048,2.22,0.65,0.00289
0.19,0.19,0.19,0.19,0.19,0.19,Fulbari,Loam,HL,0.00583,0.17,0.00047,2.53,0.8,0.00848
0.21,0.20,0.20,0.20,0.20,0.20,Fulbari,Loam,HL,0.00506,0.12,0.00014,5,1.6,0.02351
0.22,0.22,0.21,0.22,0.22,0.22,Fulbari,Loam,HL,0.01436,0.1,0.00006,2.92,0.9,0.012
0.23,0.23,0.23,0.23,0.23,0.23,Fulbari,Loam,HL,0.01611,0.15,0.00006,3.92,1.16,0.01321
0.25,0.24,0.24,0.25,0.24,0.24,Fulbari,Loam,HL,0.01596,0.15,0.00024,5.27,1.45,0.01018
0.26,0.26,0.25,0.26,0.26,0.26,Fulbari,Loam,MEL,0.01015,0.1,0.00015,2.5,0.48,0.00274
0.27,0.27,0.27,0.27,0.27,0.27,Fulbari,Loam,MEL,0.00592,0.08,0.00011,3.2,0.88,0.00592
0.29,0.28,0.28,0.29,0.28,0.28,Fulbari,Loam,HL,0.00648,0.08,0.0006,2.21,0.65,0.00455
0.30,0.30,0.29,0.30,0.30,0.30,Fulbari,Loam,HL,0.01064,0.1,0.00079,2.23,0.62,0.00424
0.32,0.31,0.31,0.31,0.31,0.31,Fulbari,Loam,HL,0.00825,0.12,0.00078,1.91,0.51,0.00361
0.33,0.32,0.32,0.33,0.32,0.32,Fulbari,Loam,HL,0.01301,0.11,0.00079,2.6,0.81,0.03072
0.34,0.34,0.33,0.34,0.34,0.34,Fulbari,Loam,HL,0.00815,0.09,0.0009,1.63,0.42,0.003
0.36,0.35,0.35,0.35,0.35,0.35,Fulbari,Loam,HL,0.00685,0.15,0.0009,7.27,1.77,0.0145
0.37,0.36,0.36,0.37,0.37,0.36,Fulbari,Loam,HL,0.00507,0.21,0.00119,4.76,1.43,0.00685
0.38,0.38,0.37,0.38,0.38,0.38,Fulbari,Loam,HL,0.01868,0.12,0.00095,8.72,2,0.00486
0.40,0.39,0.39,0.39,0.39,0.39,Fulbari,Loam,MEL,0.0053,0.09,0.00015,4.27,1.4,0.00978
0.41,0.40,0.40,0.41,0.41,0.40,Fulbari,Loam,MEL,0.01338,0.11,0.00018,2.79,0.82,0.00547
0.43,0.42,0.41,0.42,0.42,0.42,Fulbari,Loam,HL,0.00781,0.11,0.00034,2.97,0.92,0.0106
0.44,0.43,0.43,0.44,0.43,0.43,Fulbari,Loam,HL,0.00613,0.14,0.00022,2.32,0.75,0.01049
0.45,0.45,0.44,0.45,0.45,0.44,Fulbari,Loam,HL,0.00705,0.12,0.00023,2.9,0.84,0.00816
0.47,0.46,0.45,0.46,0.46,0.46,Fulbari,Loam,HL,0.01,0.12,0.00034,3.67,0.86,0.01175
0.48,0.47,0.47,0.48,0.47,0.47,Fulbari,Loam,HL,0.00695,0.1,0.00021,2.21,0.6,0.00692
0.49,0.49,0.48,0.49,0.49,0.48,Fulbari,Loam,HL,0.0041,0.18,0.0003,2.75,0.84,0.01821
0.51,0.50,0.49,0.50,0.50,0.50,Fulbari,Loam,HL,0.00598,0.09,0.00023,6.16,1.81,0.00926
0.52,0.51,0.51,0.52,0.51,0.51,Fulbari,Loam,HL,0.00338,0.2,0.00026,4.95,1.85,0.03223
0.54,0.53,0.52,0.53,0.53,0.52,Fulbari,Loam,HL,0.00355,0.09,0.00018,4.5,1.44,0.00627
0.55,0.54,0.53,0.54,0.54,0.54,Fulbari,Loam,HL,0.00352,0.12,0.00017,5.78,1.07,0.00531
0.56,0.55,0.55,0.56,0.55,0.55,Fulbari,Loam,MEL,0.00761,0.09,0.0002,2.9,1.77,0.00493
0.58,0.57,0.56,0.57,0.57,0.57,Fulbari,Loam,MEL,0.01002,0.13,0.00021,1.8,0.71,0.00198
0.59,0.58,0.57,0.59,0.58,0.58,Fulbari,Loam,MEL,0.01363,0.16,0.00016,2.44,0.45,0.01785
0.60,0.59,0.59,0.60,0.59,0.59,Fulbari,Loam,HL,0.02116,0.21,0.00023,2.5,0.7,0.00812
0.62,0.61,0.60,0.61,0.61,0.61,Fulbari,Loam,HL,0.02364,0.15,0.00042,2.92,0.9,0.01008
0.63,0.62,0.61,0.63,0.62,0.62,Fulbari,Loam,HL,0.00996,0.12,0.00039,2.53,0.87,0.00528
0.65,0.63,0.63,0.64,0.64,0.63,Fulbari,Loam,HL,0.00921,0.14,0.00048,1.8,0.53,0.00556
0.66,0.65,0.64,0.65,0.65,0.65,Fulbari,Loam,HL,0.03077,0.11,0.00024,2.81,0.62,0.02
0.67,0.66,0.65,0.67,0.66,0.66,Fulbari,Loam,HL,0.00902,0.12,0.00021,2.42,0.63,0.00835
0.69,0.67,0.67,0.68,0.68,0.67,Fulbari,Loam,HL,0.00983,0.09,0.00021,2.35,0.62,0.00243
0.70,0.69,0.68,0.69,0.69,0.69,Fulbari,Loam,HL,0.04387,0.25,0.00024,2.63,0.79,0.00886
0.71,0.70,0.69,0.71,0.70,0.70,Fulbari,EthelLoam,MEL,0.00408,0.15,0.00008,2.5,0.76,0.02137
0.73,0.72,0.71,0.72,0.72,0.71,Fulbari,EthelLoam,MEL,0.0029,0.14,0.00007,3.1,0.87,0.01097
0.74,0.73,0.72,0.74,0.73,0.73,Fulbari,EthelLoam,MEL,0.00193,0.12,0.00006,4.56,1.42,0.021
0.75,0.74,0.73,0.75,0.74,0.74,Fulbari,EthelLoam,MEL,0.00747,0.22,0.00006,3,0.18,0.00511
0.77,0.76,0.75,0.76,0.76,0.75,Fulbari,EthelLoam,MEL,0.00323,0.12,0.00008,3.26,0.89,0.00944
0.78,0.77,0.76,0.78,0.77,0.77,Fulbari,EthelLoam,MEL,0.00439,0.16,0.0001,3.37,0.79,0.01256
0.80,0.78,0.77,0.79,0.78,0.78,Fulbari,EthelLoam,MEL,0.00501,0.17,0.0001,7.42,1.18,0.01572
0.81,0.80,0.79,0.80,0.80,0.79,Fulbari,EthelLoam,MEL,0.0058,0.12,0.0002,4.36,1.07,0.00351
0.82,0.81,0.80,0.82,0.81,0.81,Fulbari,EthelLoam,MEL,0.00421,0.11,0.00009,5.52,1.35,0.00898
0.84,0.82,0.81,0.83,0.82,0.82,Fulbari,EthelLoam,MLL,0.00695,0.29,0.00013,3.47,0.86,0.0175
0.85,0.84,0.83,0.84,0.84,0.83,Fulbari,EthelLoam,MLL,0.0027,0.15,0.00009,6,1.36,0.04341
0.86,0.85,0.84,0.86,0.85,0.85,Fulbari,EthelLoam,MLL,0.00282,0.3,0.0002,6.41,1.58,0.04214
0.88,0.86,0.86,0.87,0.87,0.86,Fulbari,Loam,HL,0.03112,0.17,0.00019,4.82,1.22,0.00714
0.89,0.88,0.87,0.89,0.88,0.87,Fulbari,Loam,MEL,0.01438,0.33,0.00017,8.35,1.87,0.00697
0.91,0.89,0.88,0.90,0.89,0.89,Fulbari,Loam,MEL,0.00701,0.21,0.00005,4.81,1.63,0.01694
